27.8079,116.9591,A
14.5439,116.8773,A
14.4086,111.7084,A
10.5892,120.2963,A
17.9579,121.4385,A
22.2262,115.2209,A
18.3243,115.0437,A
23.0568,124.7859,A
19.0518,120.0443,A
22.1325,116.8712,A
14.1957,134.1537,A
21.7773,113.1976,A
22.2751,114.1852,A
13.4753,120.8187,A
17.5110,113.3364,A
18.0930,112.5159,A
25.1622,128.6712,A
15.8552,121.6624,A
8.8791,116.7484,A
10.3246,116.6978,A
20.0037,120.4479,A
21.1796,123.7051,A
32.9642,105.5314,A
16.7121,111.1401,A
17.5780,117.2708,A
29.1468,130.3642,A
22.0616,126.7891,A
23.2546,115.1696,A
16.3795,124.1054,A
22.1032,122.3297,A
14.7806,122.1302,A
18.7549,121.6217,A
24.7862,125.1636,A
20.0314,121.6104,A
16.0921,122.3731,A
20.5409,119.3717,A
31.8622,118.1603,A
15.9121,121.1965,A
18.0500,120.3779,A
24.7584,114.1822,A
21.6007,125.3824,A
11.5375,125.7101,A
18.1230,123.3985,A
27.8048,117.5470,A
16.1439,112.8988,A
21.6603,122.7940,A
17.0599,119.7274,A
16.7001,120.6502,A
23.9252,129.4510,A
21.7268,118.9252,A
14.9426,124.1595,A
11.8969,125.3596,A
16.0414,109.4257,A
19.2686,113.4722,A
24.8418,125.9264,A
20.5724,121.0093,A
25.5034,128.8166,A
18.2098,121.2621,A
18.1991,123.5420,A
20.9612,123.1615,A
16.3022,123.1045,A
17.3152,126.3397,A
21.6512,116.9754,A
13.8115,125.6385,A
12.9716,110.4982,A
26.6956,116.3002,A
25.5861,116.2443,A
28.8763,105.1181,A
17.3295,129.2082,A
23.6389,124.6169,A
16.4391,124.7280,A
12.2392,118.3693,A
17.5124,118.2137,A
29.3753,124.3386,A
21.7900,112.0138,A
21.9522,121.0393,A
23.8656,116.4032,A
13.6214,118.9141,A
25.8179,121.7984,A
24.9175,112.9905,A
16.2194,115.6166,A
12.7080,115.2363,A
21.8536,121.5938,A
16.5343,112.6882,A
19.3340,120.2418,A
16.5185,120.8927,A
24.8146,114.8601,A
16.5010,121.7415,A
16.6541,113.9756,A
14.1552,121.6640,A
26.9002,120.3324,A
19.2277,117.7146,A
24.6990,128.0327,A
25.8553,110.8932,A
21.6959,120.7089,A
12.5566,118.5028,A
25.5476,113.5729,A
21.7585,118.0820,A
17.5132,110.3778,A
33.5896,126.0873,A
14.6085,125.7252,A
19.3773,126.6257,A
21.1709,119.6255,A
20.5221,119.2904,A
20.7295,20.5669,B
19.7396,19.1496,B
20.6569,19.2809,B
21.3248,20.7314,B
19.5314,20.5484,B
18.6875,20.7553,B
20.6357,20.8861,B
19.8953,18.9692,B
20.0739,21.6965,B
19.3376,20.0895,B
19.6992,20.8709,B
18.7886,20.6353,B
19.6545,20.6435,B
20.4035,21.8363,B
18.9317,19.4854,B
20.9296,20.6515,B
19.8439,21.3964,B
19.1569,19.9589,B
17.1921,18.8656,B
21.1328,19.4307,B
19.8073,18.9515,B
90.3153,121.0768,A
80.5393,124.1320,A
77.9397,114.3606,A
74.4576,119.6731,A
84.9696,118.8406,A
82.4488,131.1369,A
76.7360,117.5566,A
84.0553,112.3956,A
79.5768,120.2746,A
71.7236,126.0678,A
72.9636,126.9810,A
83.9824,121.6312,A
80.9626,117.0962,A
90.8007,125.4883,A
80.3201,124.3296,A
78.1877,118.1443,A
82.8584,123.8557,A
90.7895,113.1198,A
67.9513,115.2096,A
85.5295,113.8552,A
82.8991,121.6552,A
88.9592,120.8535,A
82.2811,123.3168,A
81.2255,111.3879,A
85.3703,124.2234,A
76.2557,120.1649,A
86.8206,120.6491,A
88.9037,121.1652,A
84.3513,127.1507,A
79.0232,122.9502,A
72.6280,116.7054,A
79.9541,122.4918,A
83.6498,125.5440,A
75.5989,119.1234,A
82.1226,121.5540,A
80.0292,109.7214,A
78.2090,115.2912,A
72.1225,124.4123,A
72.0167,119.1450,A
75.8753,120.3835,A
81.7996,122.0640,A
75.6348,120.7004,A
69.4899,118.6718,A
85.7022,120.3118,A
76.3369,124.5908,A
73.5745,121.9467,A
74.4448,121.8427,A
79.8657,124.2607,A
79.1722,127.8244,A
86.6355,120.3314,A
74.2662,119.0850,A
84.1076,121.2009,A
79.8616,125.9487,A
72.9831,119.4347,A
82.8282,111.5790,A
78.2354,113.0476,A
85.6286,124.1364,A
79.1290,118.9971,A
82.8552,115.9080,A
77.4072,125.0251,A
75.9910,116.8639,A
77.3223,119.0412,A
83.2193,116.3213,A
72.5764,109.1127,A
80.9146,129.4782,A
79.0387,120.2805,A
74.1209,110.0067,A
81.3735,126.4153,A
82.8729,122.6147,A
82.3262,126.5301,A
79.7262,116.5531,A
83.9124,123.6150,A
